time,x,y,angular_z
21.28,-0.9194190181113456,-4.427366648190579,-0.40463813157709216
21.3,-0.9342603170642269,-4.413960169615103,-0.4046382687349439
21.32,-0.9489926357171395,-4.400434024210309,-0.4046384031751873
21.34,-0.9636150091771081,-4.386789097797945,-0.4046385349523409
21.36,-0.9781264797515211,-4.373026283980687,-0.4046386641188409
21.38,-0.9925260970108806,-4.359146484083584,-0.40463879072606945
21.4,-1.006812917851066,-4.345150607095008,-0.40463891482539704
21.42,-1.0209860065551133,-4.331039569607102,-0.4046390364661769
21.44,-1.0350444348545345,-4.316814295755711,-0.40463915569677733
21.46,-1.048987281990114,-4.302475717159849,-0.4046392725652771
21.48,-1.0628136347722377,-4.288024772860654,-0.40463938711841246
21.5,-1.0765225876407323,-4.273462409259851,-0.40463949940142746
21.52,-1.0901132427241813,-4.25878958005776,-0.4046396094606363
21.54,-1.1035847098987404,-4.244007246190807,-0.40463971733943266
21.56,-1.1169361068464676,-4.229116375768559,-0.404639823080687
21.58,-1.1301665591131025,-4.214117944010315,-0.40463992672707105
21.6,-1.1432752001653717,-4.199012933181205,-0.4046400283200821
21.62,-1.1562611714477513,-4.183802332527824,-0.4046401279007376
21.64,-1.1691236224387018,-4.168487138213444,-0.40464022550857315
21.66,-1.1818617107064058,-4.153068353252726,-0.4046403211823345
21.68,-1.1944746019639292,-4.137546987446042,-0.404640414961007
21.7,-1.2069614701238989,-4.121924057313279,-0.4046405068811272
21.72,-1.2193214973526043,-4.106200586027275,-0.40464059698085325
21.74,-1.2315538741235825,-4.090377603346766,-0.404640685295249
21.76,-1.2436577992706397,-4.07445614554894,-0.4046407718603526
21.78,-1.2556324800403404,-4.058437255361541,-0.40464085671015065
21.8,-1.2674771321439378,-4.042321981894561,-0.4046409398792941
21.82,-1.2791909798087489,-4.026111380571501,-0.40464102140040953
21.84,-1.2907732558289746,-4.009806513060246,-0.4046411013068156
21.86,-1.3022232016159587,-3.993408447203502,-0.40464117962949414
21.88,-1.313540067247873,-3.9769182569488457,-0.4046412564011588
21.9,-1.3247231115188594,-3.9603370222783574,-0.4046413316515368
21.92,-1.3357716019875556,-3.9436658291379074,-0.4046414054110976
21.94,-1.346684815025107,-3.9269057693659635,-0.4046414777097137
21.96,-1.3574620358625378,-3.910057940622116,-0.4046415485756595
21.98,-1.3681025586375943,-3.8931234463151383,-0.4046416180379865
22.02,-1.3889707313619761,-3.858998902958794,-0.40464175286080023
